"v / cm^-1","Intensity / AU"
"3179.0","9.694566652206736e-05"
"3178.0","9.990834861040892e-05"
"3177.0","0.00010305325415296444"
"3176.0","0.00010639571708210085"
"3175.0","0.00010995271250864977"
"3174.0","0.00011374307117123752"
"3173.0","0.00011778772714762998"
"3172.0","0.00012211000482704237"
"3171.0","0.00012673595238070013"
"3170.0","0.00013169473049519148"
"3169.0","0.0001370190670247329"
"3168.0","0.00014274579057160374"
"3167.0","0.00014891645894470388"
"3166.0","0.00015557810213859163"
"3165.0","0.0001627841041344783"
"3164.0","0.00017059525373365434"
"3163.0","0.00017908100216783084"
"3162.0","0.00018832097488976097"
"3161.0","0.00019840679740146898"
"3160.0","0.00020944431113066286"
"3159.0","0.00022155627644626782"
"3158.0","0.00023488568758971964"
"3157.0","0.000249599860898946"
"3156.0","0.0002658955064158779"
"3155.0","0.0002840050582575495"
"3154.0","0.000304204627259603"
"3153.0","0.0003268240592211055"
"3152.0","0.00035225974617456387"
"3151.0","0.0003809910644583473"
"3150.0","0.0004136016277874094"
"3149.0","0.00045080698312102176"
"3148.0","0.0004934909952656135"
"3147.0","0.0005427540390895163"
"3146.0","0.0005999773534791078"
"3145.0","0.0006669096559694925"
"3144.0","0.000745784561151779"
"3143.0","0.0008394807020504783"
"3142.0","0.0009517408680108034"
"3141.0","0.0010874717462929725"
"3140.0","0.0012531506673708803"
"3139.0","0.001457365630941262"
"3138.0","0.0017114970837074938"
"3137.0","0.002030481089484777"
"3136.0","0.0024333921797320417"
"3135.0","0.0029430683911631766"
"3134.0","0.003582833106242082"
"3133.0","0.004366212073998937"
"3132.0","0.0052733444138908184"
"3131.0","0.00621201386237594"
"3130.0","0.006987432882693417"
"3129.0","0.007349280474224933"
"3128.0","0.0071505304887376"
"3127.0","0.006474410450553131"
"3126.0","0.005559939881176385"
"3125.0","0.004629212173160611"
"3124.0","0.003804057588476967"
"3123.0","0.0031215779684386396"
"3122.0","0.002575054091045955"
"3121.0","0.002142557094494191"
"3120.0","0.0018005412906936615"
"3119.0","0.001528678500841405"
"3118.0","0.001310825110506226"
"3117.0","0.0011346091344313174"
"3116.0","0.0009906787003165845"
"3115.0","0.0008719838520588254"
"3114.0","0.0007731930001654429"
"3113.0","0.0006902484853382719"
"3112.0","0.0006200375240437288"
