"v / cm^-1","Intensity / AU"
"3808.0","0.00011152060717844759"
"3807.0","0.00011557662869073632"
"3806.0","0.00011987953544941373"
"3805.0","0.00012444974350412933"
"3804.0","0.00012930981536662516"
"3803.0","0.00013448473546455605"
"3802.0","0.0001400022275463905"
"3801.0","0.00014589312146519524"
"3800.0","0.00015219177827413183"
"3799.0","0.0001589365844161396"
"3798.0","0.000166170528072816"
"3797.0","0.00017394187356626728"
"3796.0","0.0001823049532289304"
"3795.0","0.0001913211005597195"
"3794.0","0.00020105975401758897"
"3793.0","0.000211599767789838"
"3792.0","0.00022303097473943658"
"3791.0","0.0002354560580497465"
"3790.0","0.00024899280260168543"
"3789.0","0.00026377681585137476"
"3788.0","0.00027996483229458677"
"3787.0","0.0002977387473684832"
"3786.0","0.0003173105683967966"
"3785.0","0.00033892852543784347"
"3784.0","0.0003628846585073191"
"3783.0","0.00038952429640686393"
"3782.0","0.00041925797583307545"
"3781.0","0.0004525765310600244"
"3780.0","0.0004900703334740611"
"3779.0","0.0005324540040397093"
"3778.0","0.0005805983997946985"
"3777.0","0.0006355723443926123"
"3776.0","0.0006986975139649437"
"3775.0","0.0007716212193915764"
"3774.0","0.0008564137077965099"
"3773.0","0.0009556992619866137"
"3772.0","0.0010728340892258875"
"3771.0","0.0012121490653822693"
"3770.0","0.0013792820103364605"
"3769.0","0.001581631884250259"
"3768.0","0.0018289737764118927"
"3767.0","0.0021342711867417007"
"3766.0","0.0025146895056292495"
"3765.0","0.0029926964746285127"
"3764.0","0.003596798148440226"
"3763.0","0.004360610230958505"
"3762.0","0.005317088372982866"
"3761.0","0.006481448225659056"
"3760.0","0.007813644611914295"
"3759.0","0.009160483584897397"
"3758.0","0.010221176013182965"
"3757.0","0.010639267075696405"
"3756.0","0.010242871337798559"
"3755.0","0.009195194016006552"
"3754.0","0.007851332640952233"
"3753.0","0.006515881439378667"
"3752.0","0.005345980327394407"
"3751.0","0.00438390375780615"
"3750.0","0.003615290693513416"
"3749.0","0.0030073469834592434"
"3748.0","0.0025263554119257436"
"3747.0","0.0021436430504670565"
"3746.0","0.001836583784906296"
"3745.0","0.0015878829305546124"
"3744.0","0.0013844776439488943"
"3743.0","0.0012165184579267787"
"3742.0","0.0010765512528171728"
"3741.0","0.0009588973408094381"
"3740.0","0.0008591954543798827"
"3739.0","0.0007740666431998828"
"3738.0","0.0007008694745625976"
"3737.0","0.000637520661222113"
"3736.0","0.000582362891958442"
"3735.0","0.0005340667557332037"
"3734.0","0.0004915573959445872"
"3733.0","0.0004539592117611711"
"3732.0","0.00042055382289927324"
"3731.0","0.0003907478564989294"
"3730.0","0.0003640480647553534"
"3729.0","0.0003400419570105396"
"3728.0","0.000318382612329188"
"3727.0","0.00029877668541362885"
"3726.0","0.000280974869845391"
"3725.0","0.000264764265790355"
"3724.0","0.00024996223384691937"
"3723.0","0.00023641141626975457"
"3722.0","0.000223975680992229"
"3721.0","0.00021253679954738827"
"3720.0","0.00020199171205560285"
"3719.0","0.000192250264443405"
"3718.0","0.00018323332754999387"
"3717.0","0.00017487122664161964"
"3716.0","0.0001671024244697564"
"3715.0","0.00015987241239852983"
"3714.0","0.00015313277305166237"
"3713.0","0.00014684038496002485"
"3712.0","0.00014095674525817906"
"3711.0","0.00013544739090858132"
"3710.0","0.0001302814024744369"
"3709.0","0.00012543097730755565"
"3708.0","0.00012087106131322414"
"3707.0","0.00011657903031418613"
"3706.0","0.00011253441354916706"
"3705.0","0.00010871865307752007"
"3704.0","0.0001051148938751524"
"3703.0","0.00010170780024105839"
"3702.0","9.848339482275142e-05"
"3701.0","9.542891713988745e-05"
