"v / cm^-1","IR Intensity / AU","Raman Intensity / AU"
"-100.0","0.00056824228948467717","9.0676299088938075e-05"
"-99.0","0.00057070197957073048","9.1140863383149694e-05"
"-98.0","0.00057318009895813895","9.1610782686076594e-05"
"-97.0","0.00057567685626384488","9.2086162833182619e-05"
"-96.0","0.00057819246341386441","9.2567112638387194e-05"
"-95.0","0.00058072713571339827","9.3053744001654411e-05"
"-94.0","0.00058328109191886179","9.3546172021290253e-05"
"-93.0","0.00058585455431190662","9.4044515111189336e-05"
"-92.0","0.00058844774877549069","9.4548895123287683e-05"
"-91.0","0.00059106090487208581","9.5059437475490376e-05"
"-90.0","0.00059369425592408495","9.5576271285360571e-05"
"-89.0","0.00059634803909648854","9.6099529509874074e-05"
"-88.0","0.00059902249548196606","9.6629349091560671e-05"
"-87.0","0.0006017178701883594","9.716587111137243e-05"
"-86.0","0.00060443441242873368","9.7709240948643344e-05"
"-85.0","0.00060717237561406059","9.8259608448521678e-05"
"-84.0","0.00060993201744863768","9.8817128097284664e-05"
"-83.0","0.00061271360002834155","9.9381959205969349e-05"
"-82.0","0.00061551738994183381","9.9954266102778171e-05"
"-81.0","0.00061834365837481358","0.00010053421833475144"
"-80.0","0.00062119268121745973","0.00010112199087922657"
"-79.0","0.00062406473917516402","0.00010171776436563798"
"-78.0","0.00062696011788270346","0.00010232172530824869"
"-77.0","0.00062987910802197642","0.00010293406635044284"
"-76.0","0.00063282200544345819","0.0001035549865212472"
"-75.0","0.00063578911129151278","0.0001041846915047991"
"-74.0","0.00063878073213373659","0.00010482339392351885"
"-73.0","0.00064179718009449037","0.00010547131363580383"
"-72.0","0.00064483877299279359","0.00010612867804910932"
"-71.0","0.00064790583448478265","0.00010679572244934443"
"-70.0","0.00065099869421090845","0.00010747269034757596"
"-69.0","0.0006541176879480984","0.00010815983384509686"
"-68.0","0.00065726315776708526","0.00010885741401799635"
"-67.0","0.00066043545219514679","0.00010956570132244283"
"-66.0","0.00066363492638448667","0.00011028497602198226"
"-65.0","0.0006668619422865289","0.00011101552863824183"
"-64.0","0.00067011686883238137","0.00011175766042653514"
"-63.0","0.00067340008211977398","0.00011251168387796983"
"-62.0","0.00067671196560676456","0.00011327792324977685"
"-61.0","0.00068005291031254193","0.00011405671512570943"
"-60.0","0.00068342331502567238","0.00011484840900849585"
"-59.0","0.00068682358652015323","0.00011565336794647996"
"-58.0","0.00069025413977966306","0.00011647196919674592"
"-57.0","0.00069371539823042153","0.00011730460492719854"
"-56.0","0.00069720779398310293","0.00011815168296026254"
"-55.0","0.00070073176808427252","0.00011901362756106955"
"-54.0","0.00070428777077784482","0.00011989088027323051"
"-53.0","0.00070787626177710333","0.00012078390080553314"
"-52.0","0.0007114977105478538","0.00012169316797317377"
"-51.0","0.00071515259660332277","0.00012261918069742301"
"-50.0","0.00071884140981145854","0.00012356245906794465"
"-49.0","0.00072256465071533944","0.00012452354547232979"
"-48.0","0.00072632283086744489","0.00012550300579779284"
"-47.0","0.00073011647317860052","0.00012650143071038544"
"-46.0","0.00073394611228247148","0.00012751943701754025"
"-45.0","0.00073781229491654303","0.00012855766912025298"
"-44.0","0.0007417155803206083","0.00012961680056175183"
"-43.0","0.00074565654065384616","0.00013069753568010635"
"-42.0","0.00074963576143168725","0.00013180061137287537"
"-41.0","0.00075365384198373302","0.00013292679898261901"
"-40.0","0.00075771139593412457","0.00013407690631288971"
"-39.0","0.00076180905170586226","0.00013525177978518501"
"-38.0","0.00076594745305070904","0.0001364523067483121"
"-37.0","0.00077012725960645483","0.00013767941795266492"
"-36.0","0.00077434914748347337","0.00013893409020308847"
"-35.0","0.00077861380988269199","0.00014021734920529477"
"-34.0","0.00078292195774726985","0.00014153027262222225"
"-33.0","0.00078727432045050784","0.00014287399335831424"
"-32.0","0.00079167164652275425","0.00014424970309144256"
"-31.0","0.0007961147044203389","0.00014565865607414963"
"-30.0","0.00080060428333985864","0.00014710217322804148"
"-29.0","0.00080514119408148731","0.00014858164655756718"
"-28.0","0.00080972626996533956","0.00015009854391209533"
"-27.0","0.00081436036780536372","0.00015165441412817894"
"-26.0","0.00081904436894568444","0.00015325089258722734"
"-25.0","0.00082377918036487577","0.00015488970722751918"
"-24.0","0.00082856573585421563","0.00015657268505365096"
"-23.0","0.00083340499727669801","0.00015830175919116766"
"-22.0","0.00083829795591429054","0.00016007897653935163"
"-21.0","0.00084324563391185308","0.00016190650608100091"
"-20.0","0.000848249085827096","0.0001637866479146328"
"-19.0","0.00085330940029708726","0.00016572184308196499"
"-18.0","0.00085842770183313234","0.00016771468427190838"
"-17.0","0.00086360515275730446","0.00016976792749175327"
"-16.0","0.00086884295529560032","0.00017188450480693009"
"-15.0","0.00087414235384466988","0.00017406753826283559"
"-14.0","0.00087950463743127663","0.00017632035511595329"
"-13.0","0.00088493114238624531","0.00017864650451711192"
"-12.0","0.00089042325525767112","0.00018104977580748693"
"-11.0","0.00089598241599160436","0.00018353421860820923"
"-10.0","0.00090161012141249969","0.00018610416490756255"
"-9.0","0.00090730792904040439","0.00018876425337621764"
"-8.0","0.00091307746128739228","0.00019151945617125934"
"-7.0","0.00091892041008219915","0.00019437510852457444"
"-6.0","0.00092483854197960235","0.00019733694145120703"
"-5.0","0.00093083370382005827","0.00020041111795943459"
"-4.0","0.00093690782901568851","0.0002036042731976086"
"-3.0","0.00094306294455125908","0.00020692355903448168"
"-2.0","0.00094930117880374801","0.00021037669364125944"
"-1.0","0.00095562477030195316","0.00021397201672674132"
"0.0","0.00096203607756892653","0.00021771855117374639"
"1.0","0.00096853759021574976","0.00022162607193806271"
"2.0","0.00097513194148614313","0.00022570518320346432"
"3.0","0.00098182192248891568","0.00022996740494156067"
"4.0","0.00098861049840091733","0.00023442527020779065"
"5.0","0.00099550082697880083","0.00023909243472015695"
"6.0","0.0010024962797861451","0.0002439838005218303"
"7.0","0.0010096004666264723","0.00024911565583054477"
"8.0","0.0010168172637765127","0.00025450583353656803"
"9.0","0.0010241508467429966","0.00026017389123897264"
"10.0","0.0010316057284271789","0.0002661413162218766"
"11.0","0.001039186803783094","0.00027243175938661778"
"12.0","0.0010468994023099592","0.00027907130289540021"
"13.0","0.0010547493500415734","0.00028608876717531784"
"14.0","0.0010627430431065445","0.00029351606401459827"
"15.0","0.0010708875354599853","0.00030138860380036716"
"16.0","0.0010791906440667637","0.0003097457665560278"
"17.0","0.0010876610756981181","0.00031863144840850113"
"18.0","0.0010963085806550729","0.00032809469754289006"
"19.0","0.0011051441402464672","0.00033819045670213215"
"20.0","0.0011141801968543722","0.00034898043301301377"
"21.0","0.0011234309380932642","0.00036053412056297169"
"22.0","0.0011329126501604073","0.00037293000696824293"
"23.0","0.0011426441603340106","0.00038625700249483256"
"24.0","0.0011526473951996672","0.00040061613955499366"
"25.0","0.0011629480902817094","0.00041612260217890044"
"26.0","0.0011735766993358971","0.00043290816011834271"
"27.0","0.0011845695690716998","0.00045112410159853982"
"28.0","0.0011959704695869114","0.00047094478376986378"
"29.0","0.0012078326052511917","0.00049257195248372776"
"30.0","0.0012202212792598013","0.00051624002566062386"
"31.0","0.0012332174530827712","0.00054222259070919377"
"32.0","0.001246922536346717","0.00057084044099257034"
"33.0","0.0012614648701204196","0.00060247157589332124"
"34.0","0.001277008529281711","0.0006375637229372699"
"35.0","0.0012937652512657097","0.00067665012185043338"
"36.0","0.0013120104267764238","0.00072036955798397792"
"37.0","0.0013321039389273112","0.00076949197282412071"
"38.0","0.0013545155998922244","0.00082495145037265831"
"39.0","0.0013798514712661792","0.00088788903474362919"
"40.0","0.0014088679173287033","0.00095970875506498296"
"41.0","0.0014424377897871903","0.0010421515315805468"
"42.0","0.0014813884824038815","0.0011373934721611845"
"43.0","0.0015260730585672057","0.0012481776647253178"
"44.0","0.0015755662803195662","0.001377992226844917"
"45.0","0.0016268045335118631","0.0015313124533093605"
"46.0","0.001674932842311341","0.0017139317546351869"
"47.0","0.0017159226725514925","0.0019334147520830376"
"48.0","0.0017489775258460211","0.0021997152999921068"
"49.0","0.0017746772228802788","0.0025260078798141242"
"50.0","0.0017914286109992697","0.0029297691610736983"
