"Mode","Frequency / Cm^-1","IR Intensity / <Gulp Units>","Raman Intensity / <Gulp Units>"
"142","440.1276","0.0","0.0"
"143","441.8489","0.0","0.0"
"144","441.8497","0.0","0.0"
"145","441.851","0.0","0.0"
"146","442.4981","0.0","0.0"
"147","442.4987","0.0","0.0"
"148","443.4817","0.1908","0.0"
"149","443.4826","0.1908","0.0"
"150","443.483","0.1908","0.0"
"151","461.6418","0.0","0.0"
"152","461.6428","0.0","0.0"
"153","471.3454","0.0","0.0"
"154","471.3471","0.0","0.0"
"155","471.3501","0.0","0.0"
"156","481.3445","0.0111","0.0"
"157","481.3471","0.0111","0.0"
"158","481.3502","0.0111","0.0"
"159","498.3118","0.0","0.0"
"160","498.3125","0.0","0.0"
"161","498.32","0.0","0.0"
"162","499.6773","0.0","0.0"
"163","499.6775","0.0","0.0"
"164","506.6088","0.0","0.1267"
"165","508.7605","0.0118","0.0"
"166","508.7612","0.0118","0.0"
"167","508.7627","0.0118","0.0"
"168","527.0245","0.8598","0.0"
"169","527.0261","0.8598","0.0"
"170","527.0269","0.8598","0.0"
"171","534.3944","0.0","0.0"
"172","536.7011","0.0","0.0"
"173","536.7018","0.0","0.0"
"174","536.7022","0.0","0.0"
"175","544.1694","0.0592","0.0"
"176","544.1704","0.0592","0.0"
"177","544.1708","0.0592","0.0"
"178","544.3089","0.0","0.0"
"179","544.3094","0.0","0.0"
"180","544.3102","0.0","0.0"
"181","551.2197","0.0","0.0"
"182","551.2202","0.0","0.0"
"183","553.6767","0.0","0.0"
"184","553.6768","0.0","0.0"
"185","553.6769","0.0","0.0"
"186","553.8072","0.0005","0.0"
"187","553.8074","0.0005","0.0"
"188","553.8077","0.0005","0.0"
"189","557.1963","0.0","0.0"
"190","557.1965","0.0","0.0"
"191","557.1969","0.0","0.0"
"192","557.2601","0.0","0.0"
"193","557.3216","0.0","0.0"
"194","557.3222","0.0","0.0"
"195","560.3063","0.1314","0.0"
"196","560.309","0.1313","0.0"
"197","560.3099","0.1313","0.0"
"198","562.5673","0.0","0.0"
"199","562.569","0.0","0.0"
"200","563.6697","0.0","0.0076"
"201","565.0171","0.0","0.0"
"202","565.018","0.0","0.0"
"203","565.0187","0.0","0.0"
"204","593.5428","0.0813","0.0"
"205","593.5449","0.0813","0.0"
"206","593.5458","0.0813","0.0"
"207","606.8728","0.0031","0.0"
"208","606.8733","0.0031","0.0"
"209","606.8738","0.0031","0.0"
"210","616.2645","0.0","0.0"
"211","616.2647","0.0","0.0"
"212","633.4169","0.0","9.6285"
"213","638.782","0.0403","0.0"
"214","638.7832","0.0403","0.0"
"215","638.7838","0.0403","0.0"
"216","639.2977","0.0","0.0"
"217","639.3026","0.0","0.0"
"218","639.3036","0.0","0.0"
"219","642.2184","0.0","0.0"
"220","642.2203","0.0","0.0"
"221","642.2228","0.0","0.0"
"222","642.819","0.0018","0.0"
"223","642.8237","0.0018","0.0"
"224","642.8252","0.0018","0.0"
"225","675.5068","0.0","0.0"
"226","675.507","0.0","0.0"
"227","686.0988","0.344","0.0"
"228","686.1003","0.344","0.0"
"229","686.1011","0.344","0.0"
"230","748.7133","0.0143","0.0"
"231","748.7139","0.0143","0.0"
"232","748.7145","0.0143","0.0"
"233","754.3292","0.0","0.0"
"234","754.3305","0.0","0.0"
"235","754.3317","0.0","0.0"
"236","760.871","0.0","0.0"
"237","760.8727","0.0","0.0"
"238","761.5192","0.0","3.1849"
"239","776.8761","0.0222","0.0"
"240","776.8789","0.0222","0.0"
"241","776.879","0.0222","0.0"
"242","778.3826","0.0","0.0"
"243","778.3829","0.0","0.0"
"244","778.3841","0.0","0.0"
"245","782.1187","0.1441","0.0"
"246","782.1195","0.1441","0.0"
"247","782.1204","0.1441","0.0"
"248","787.8053","0.0","0.0"
"249","787.8058","0.0","0.0"
"250","787.8065","0.0","0.0"
"251","788.3232","0.0","0.1218"
"252","799.339","0.2207","0.0"
"253","799.3409","0.2207","0.0"
"254","799.3413","0.2207","0.0"
"255","805.9305","0.0063","0.0"
"256","805.931","0.0063","0.0"
"257","805.9318","0.0063","0.0"
"258","817.3968","0.0","0.0"
"259","817.3978","0.0","0.0"
"260","833.2935","0.0","0.0141"
"261","848.8826","0.0","0.0"
"262","848.8888","0.0","0.0"
"263","857.8578","0.6807","0.0"
"264","857.8607","0.6805","0.0"
"265","857.8644","0.68","0.0"
"266","860.1488","0.0","0.0"
"267","860.1503","0.0","0.0"
"268","860.3365","0.0005","0.0"
"269","860.3377","0.0005","0.0"
"270","860.3392","0.0005","0.0"
"271","860.4767","0.0","0.0"
"272","860.4777","0.0","0.0"
"273","860.4782","0.0","0.0"
"274","860.6793","0.0","0.0561"
"275","863.6044","0.2317","0.0"
"276","863.6053","0.232","0.0"
"277","863.6066","0.2323","0.0"
"278","870.9744","0.0","0.0004"
"279","889.336","0.0","0.0"
"280","889.3409","0.0","0.0"
"281","889.343","0.0","0.0"
"282","897.5566","0.0011","0.0"
"283","897.5618","0.0011","0.0"
"284","897.5627","0.0011","0.0"
"285","899.4046","0.0","0.0"
"286","900.1265","0.0","0.0"
"287","900.1314","0.0","0.0"
"288","900.1379","0.0","0.0"
"289","900.4227","0.0","0.0"
"290","900.4293","0.0","0.0"
"291","901.1473","0.0","0.0"
"292","901.1518","0.0","0.0"
"293","901.1556","0.0","0.0"
"294","902.2068","0.0003","0.0"
"295","902.2126","0.0003","0.0"
"296","902.2151","0.0003","0.0"
"297","914.8096","0.0","0.0"
"298","914.8097","0.0","0.0"
"299","915.519","0.0129","0.0"
"300","915.5191","0.0129","0.0"
"301","915.5192","0.0129","0.0"
"302","920.1145","0.0","0.1938"
"303","928.7068","0.0","0.0"
"304","928.7086","0.0","0.0"
"305","928.7095","0.0","0.0"
"306","929.0869","0.0279","0.0"
"307","929.0891","0.0279","0.0"
"308","929.0894","0.0279","0.0"
"309","935.5592","0.0","0.0"
"310","935.8378","0.0","0.0"
"311","935.8395","0.0","0.0"
"312","935.8415","0.0","0.0"
"313","936.1789","0.0","0.0"
"314","936.181","0.0","0.0"
"315","961.3751","0.0","0.0"
"316","961.3754","0.0","0.0"
"317","961.3755","0.0","0.0"
"318","963.9413","0.0049","0.0"
"319","963.9418","0.0049","0.0"
"320","963.9418","0.0049","0.0"
"321","988.8937","0.0","0.0"
"322","988.8964","0.0","0.0"
"323","989.2017","0.0","0.0"
"324","989.2039","0.0","0.0"
"325","989.2064","0.0","0.0"
"326","989.5561","0.0","0.0"
"327","989.5589","0.0","0.0"
"328","989.5601","0.0","0.0"
"329","990.1984","0.0051","0.0"
"330","990.2011","0.0051","0.0"
"331","990.2025","0.0051","0.0"
"332","990.4845","0.0","0.2903"
"333","998.2859","0.0","0.0"
"334","998.2915","0.0","0.0"
"335","998.9828","0.0012","0.0"
"336","998.9881","0.0012","0.0"
"337","998.9925","0.0012","0.0"
"338","999.8418","0.0","0.0062"
"339","1017.2753","0.0","0.0"
"340","1017.2801","0.0","0.0"
"341","1017.2824","0.0","0.0"
"342","1017.8438","0.0","0.0"
"343","1017.8466","0.0","0.0"
"344","1017.8509","0.0","0.0"
"345","1035.5952","0.0","0.0"
"346","1035.8009","0.0","0.0"
"347","1035.8058","0.0","0.0"
"348","1035.8102","0.0","0.0"
"349","1035.8866","0.0","0.0"
"350","1035.8919","0.0","0.0"
"351","1037.2941","0.0","0.0"
"352","1037.2972","0.0","0.0"
"353","1037.3015","0.0","0.0"
"354","1037.5492","0.0","0.0"
"355","1037.554","0.0","0.0"
"356","1037.5563","0.0","0.0"
"357","1140.4081","0.0","0.0"
"358","1140.4097","0.0","0.0"
"359","1140.412","0.0","0.0"
"360","1140.6726","0.0131","0.0"
"361","1140.6752","0.0131","0.0"
"362","1140.6764","0.0131","0.0"
"363","1163.0983","0.0","0.0"
"364","1163.0986","0.0","0.0"
"365","1163.1004","0.0","0.0"
"366","1163.2256","0.0","0.0"
"367","1163.227","0.0","0.0"
"368","1163.9168","0.0","0.0"
"369","1164.6521","0.0","0.0"
"370","1164.6532","0.0","0.0"
"371","1164.656","0.0","0.0"
"372","1165.0579","0.0","0.0"
"373","1165.0608","0.0","0.0"
"374","1168.2306","0.2609","0.0"
"375","1168.2316","0.2609","0.0"
"376","1168.2336","0.2609","0.0"
"377","1172.7028","0.0061","0.0"
"378","1172.7041","0.0061","0.0"
"379","1172.7045","0.0061","0.0"
"380","1174.9296","0.0","0.0022"
"381","1189.8043","0.0","0.0"
"382","1189.8064","0.0","0.0"
"383","1189.8697","0.002","0.0"
"384","1189.8722","0.002","0.0"
"385","1189.8732","0.002","0.0"
"386","1190.065","0.0","0.1184"
"387","1196.04","0.0","0.0"
"388","1196.0414","0.0","0.0"
"389","1196.0417","0.0","0.0"
"390","1196.9282","0.002","0.0"
"391","1196.9295","0.002","0.0"
"392","1196.93","0.002","0.0"
"393","1245.6037","0.0","0.0"
"394","1245.8548","0.0","0.0"
"395","1245.8563","0.0","0.0"
"396","1245.8575","0.0","0.0"
"397","1246.1955","0.0","0.0"
"398","1246.197","0.0","0.0"
"399","1303.3228","0.0","0.0"
"400","1303.3241","0.0","0.0"
"401","1303.3246","0.0","0.0"
"402","1311.3139","0.5413","0.0"
"403","1311.3152","0.5413","0.0"
"404","1311.316","0.5413","0.0"
"405","1315.341","0.0","0.0"
"406","1315.3419","0.0","0.0"
"407","1317.2287","0.0057","0.0"
"408","1317.2294","0.0057","0.0"
"409","1317.2303","0.0057","0.0"
"410","1338.3998","0.0","0.3958"
"411","1372.05","0.0","0.0"
"412","1372.051","0.0","0.0"
"413","1372.0518","0.0","0.0"
"414","1377.2741","0.1302","0.0"
"415","1377.2747","0.1302","0.0"
"416","1377.2756","0.1302","0.0"
"417","1403.4193","0.0","0.0"
"418","1403.4198","0.0","0.0"
"419","1403.4211","0.0","0.0"
"420","1403.6132","0.0023","0.0"
"421","1403.6142","0.0023","0.0"
"422","1403.6151","0.0023","0.0"
"423","1422.0281","0.0","0.0"
"424","1422.2224","0.0","0.0"
"425","1422.2229","0.0","0.0"
"426","1422.2244","0.0","0.0"
"427","1422.5401","0.0","0.0"
"428","1422.5411","0.0","0.0"
"429","1423.4349","0.0","0.0"
"430","1423.4361","0.0","0.0"
"431","1423.4365","0.0","0.0"
"432","1423.9285","0.0518","0.0"
"433","1423.9296","0.0518","0.0"
"434","1423.9301","0.0518","0.0"
"435","1425.2696","0.0","0.0"
"436","1425.2704","0.0","0.0"
"437","1425.8666","0.0024","0.0"
"438","1425.8674","0.0024","0.0"
"439","1425.8683","0.0024","0.0"
"440","1432.3753","0.0","0.0051"
"441","1446.9406","0.0","0.0"
"442","1447.0129","0.0","0.0"
"443","1447.0134","0.0","0.0"
"444","1447.0136","0.0","0.0"
"445","1447.1356","0.0","0.0"
"446","1447.136","0.0","0.0"
"447","1479.9563","0.0","0.0"
"448","1479.9573","0.0","0.0"
"449","1479.9579","0.0","0.0"
"450","1480.8218","0.0404","0.0"
"451","1480.8229","0.0404","0.0"
"452","1480.8233","0.0404","0.0"
"453","1540.1852","0.0","0.0"
"454","1540.1862","0.0","0.0"
"455","1540.2273","0.0001","0.0"
"456","1540.2282","0.0001","0.0"
"457","1540.2289","0.0001","0.0"
"458","1540.4548","0.0","0.2372"
"459","1615.1506","0.0","0.0"
"460","1619.7117","0.0","0.0"
"461","1619.7123","0.0","0.0"
"462","1619.7126","0.0","0.0"
"463","1624.1788","0.0","0.0"
"464","1624.1788","0.0","0.0"
"465","1624.1792","0.0","0.0"
"466","1639.4524","0.9","0.0"
"467","1639.4529","0.9","0.0"
"468","1639.4531","0.9001","0.0"
"469","1642.7617","0.0","0.0"
"470","1642.7619","0.0","0.0"
"471","2942.4544","0.0","0.0"
"472","2942.4923","0.0","0.0"
"473","2942.4923","0.0","0.0"
"474","2942.4923","0.0","0.0"
"475","2942.5482","0.0","0.0"
"476","2942.5482","0.0","0.0"
"477","2943.4267","0.0","0.0"
"478","2943.4268","0.0","0.0"
"479","2943.4268","0.0","0.0"
"480","2943.4965","0.014","0.0"
"481","2943.4965","0.014","0.0"
"482","2943.4965","0.014","0.0"
"483","2943.8569","0.0","0.0"
"484","2943.8569","0.0","0.0"
"485","2943.8569","0.0","0.0"
"486","2944.2908","0.1565","0.0"
"487","2944.2908","0.1565","0.0"
"488","2944.2908","0.1565","0.0"
"489","2944.6823","0.0","0.0"
"490","2944.8659","0.0","0.0"
"491","2944.866","0.0","0.0"
"492","2944.866","0.0","0.0"
"493","2944.9849","0.0","0.0"
"494","2944.985","0.0","0.0"
"495","2945.2748","0.0","0.0"
"496","2945.2749","0.0","0.0"
"497","2945.2749","0.0","0.0"
"498","2945.2945","0.0006","0.0"
"499","2945.2946","0.0006","0.0"
"500","2945.2946","0.0006","0.0"
"501","2945.5041","0.0","0.0"
"502","2945.5041","0.0","0.0"
"503","2945.6748","0.01","0.0"
"504","2945.6748","0.01","0.0"
"505","2945.6748","0.01","0.0"
"506","2945.759","0.0","12.0567"
"507","2946.3453","0.0","0.0"
"508","2946.3453","0.0","0.0"
"509","2946.3453","0.0","0.0"
"510","2946.5005","0.0187","0.0"
"511","2946.5005","0.0187","0.0"
"512","2946.5005","0.0187","0.0"
"513","2946.9562","0.0","0.0"
"514","2946.9562","0.0","0.0"
"515","2946.9913","0.0","0.0"
"516","2946.9913","0.0","0.0"
"517","2946.9913","0.0","0.0"
"518","2947.1805","0.0","4.2512"
"519","3688.614","0.0618","0.0"
"520","3688.6141","0.0618","0.0"
"521","3688.6145","0.0618","0.0"
"522","3691.4542","0.0","1.1032"
