#v	DOS
259	0.542418561
260	0.563159128
261	0.572884931
262	0.571244434
263	0.558940708
264	0.539020389
265	0.517225217
266	0.497422076
267	0.477618936
268	0.451605343
269	0.416100305
270	0.374033279
271	0.332083431
272	0.295640966
273	0.267283806
274	0.247363487
275	0.235880009
276	0.232247481
277	0.236348723
278	0.248418092
279	0.268455589
280	0.295523787
281	0.326927584
282	0.356690884
283	0.377665807
284	0.385868292
285	0.383993438
286	0.377431451
287	0.368760253
288	0.356456527
289	0.338059527
290	0.313686431
291	0.285094914
292	0.253925475
293	0.221935786
294	0.191586595
295	0.164518397
296	0.141551441
297	0.122802906
298	0.107452543
299	0.095031638
300	0.0849543
301	0.076634638
302	0.069721116
303	0.063862198
304	0.058940708
305	0.054839466
306	0.051206937
307	0.0481603
308	0.045465198
309	0.043121631
310	0.041129599
311	0.039254746
312	0.037731427
313	0.036325287
314	0.035153504
315	0.034098899
316	0.033161472
317	0.032341223
318	0.031638153
319	0.031052262
320	0.03046637
321	0.030114835
322	0.0297633
323	0.029528943
324	0.029294586
325	0.029294586
326	0.029294586
327	0.029294586
328	0.029528943
329	0.0297633
330	0.030114835
331	0.03046637
332	0.031052262
333	0.031755332
334	0.032458402
335	0.033395828
336	0.034567612
337	0.035739395
338	0.037262714
339	0.038903211
340	0.040895243
341	0.043238809
342	0.045933911
343	0.049097727
344	0.052847434
345	0.057300211
346	0.062573236
347	0.068900867
348	0.076634638
349	0.086008906
350	0.097609562
351	0.112022498
352	0.130067963
353	0.152683384
354	0.180923365
355	0.215608156
356	0.25638622
357	0.300328099
358	0.341926412
359	0.3739161
360	0.392430279
361	0.398640731
362	0.394070776
363	0.377431451
364	0.347316616
365	0.307124443
366	0.263651277
367	0.223224748
368	0.188774315
369	0.16076869
370	0.138504804
371	0.121045231
372	0.107335364
373	0.096554957
374	0.088235294
375	0.081790485
376	0.076751816
377	0.073119288
378	0.070424186
379	0.068783689
380	0.06796344
381	0.068080619
382	0.068900867
383	0.070658542
384	0.073353644
385	0.077103351
386	0.08214202
387	0.088586829
388	0.096789313
389	0.107335364
390	0.120693696
391	0.137684556
392	0.159479728
393	0.187133818
394	0.2224045
395	0.266229201
396	0.318490743
397	0.375673775
398	0.428404031
399	0.462034216
400	0.463791891
401	0.432973986
402	0.381298336
403	0.32364659
404	0.270213265
405	0.224982423
406	0.188422779
407	0.15936255
408	0.136512772
409	0.118467307
410	0.104171549
411	0.092688071
412	0.083430982
413	0.075931568
414	0.069838294
415	0.064916803
416	0.060815561
417	0.057417389
418	0.054722287
419	0.052495899
420	0.050738224
421	0.049449262
422	0.048511835
423	0.047808765
424	0.04745723
425	0.04745723
426	0.047691587
427	0.048277478
428	0.049097727
429	0.05026951
430	0.051792829
431	0.053667682
432	0.055894071
433	0.058706351
434	0.061987345
435	0.066088587
436	0.070775721
437	0.07651746
438	0.083430982
439	0.091867823
440	0.102062339
441	0.114483243
442	0.129950785
443	0.149285212
444	0.173423951
445	0.203890321
446	0.241973283
447	0.288610265
448	0.34344973
449	0.402390438
450	0.455940942
451	0.491445981
452	0.498359503
453	0.476564331
454	0.436137802
455	0.390555425
456	0.350246075
457	0.320599953
458	0.30314038
459	0.298101711
460	0.305366768
461	0.324466839
462	0.353995782
463	0.389969534
464	0.425005859
465	0.449496133
466	0.456526834
467	0.446215139
468	0.422662292
469	0.389383642
470	0.348722756
471	0.303960628
472	0.260018749
473	0.220646824
474	0.187602531
475	0.160534333
476	0.138856339
477	0.121513944
478	0.107452543
479	0.096203422
480	0.086946332
481	0.07932974
482	0.073119288
483	0.06796344
484	0.063627842
485	0.060112491
486	0.057183033
487	0.054722287
488	0.052730255
489	0.051206937
490	0.050035154
491	0.049214905
492	0.048629013
493	0.048511835
494	0.048629013
495	0.049097727
496	0.050035154
497	0.051206937
498	0.052964612
499	0.055191001
500	0.058003281
501	0.061518631
502	0.06585423
503	0.071361612
504	0.078275135
505	0.086946332
506	0.097843918
507	0.111670963
508	0.129013358
509	0.150808531
510	0.177408015
511	0.208108742
512	0.240215608
513	0.267400984
514	0.282516991
515	0.281696742
516	0.268572768
517	0.250996016
518	0.236231544
519	0.228380595
520	0.229200844
521	0.238457933
522	0.254159831
523	0.271502226
524	0.282985704
525	0.280876494
526	0.263065386
527	0.234356691
528	0.202249824
529	0.172134989
530	0.146355753
531	0.12538083
532	0.108741505
533	0.095500352
534	0.085071479
535	0.076751816
536	0.070072651
537	0.064682447
538	0.060346848
539	0.056948676
540	0.054136396
541	0.051910007
542	0.05026951
543	0.04886337
544	0.047925943
545	0.047340052
546	0.047105695
547	0.047105695
548	0.047340052
549	0.047925943
550	0.048746192
551	0.049917975
552	0.051441294
553	0.053316147
554	0.055542536
555	0.058354816
556	0.06163581
557	0.065619873
558	0.070307007
559	0.076048746
560	0.082962269
561	0.091399109
562	0.101710804
563	0.114483243
564	0.13030232
565	0.150105461
566	0.174712913
567	0.205179283
568	0.241856105
569	0.283571596
570	0.327044762
571	0.367236935
572	0.399226623
573	0.420084368
574	0.426880712
575	0.417623623
576	0.393953597
577	0.360557769
578	0.32294352
579	0.285446449
580	0.251699086
581	0.223693461
582	0.202249824
583	0.186782283
584	0.17705648
585	0.172252168
586	0.172017811
587	0.17635341
588	0.185610499
589	0.200023436
590	0.220646824
591	0.248066557
592	0.282868526
593	0.324115303
594	0.368057183
595	0.408366534
596	0.438481369
597	0.455823764
598	0.462620108
599	0.459807828
600	0.445746426
601	0.41996719
602	0.387508788
603	0.355753457
604	0.330794469
605	0.315678463
606	0.311694399
607	0.319193813
608	0.33852824
609	0.36969768
610	0.411530349
611	0.460042184
612	0.506796344
613	0.541012421
614	0.553550504
615	0.542184204
616	0.51206937
617	0.473986407
618	0.439301617
619	0.415397235
620	0.406140145
621	0.412467776
622	0.433208343
623	0.464377783
624	0.497656433
625	0.521795172
626	0.526013593
627	0.505390204
628	0.462737286
629	0.407077572
630	0.348957113
631	0.295640966
632	0.250527303
633	0.213616124
634	0.184087181
635	0.160534333
636	0.14166862
637	0.126552613
638	0.114131708
639	0.104171549
640	0.095851887
641	0.089055543
642	0.083430982
643	0.078743848
644	0.074876963
645	0.071713147
646	0.069135224
647	0.067143192
648	0.065619873
649	0.06444809
650	0.06374502
651	0.063510663
652	0.063627842
653	0.064213733
654	0.065268338
655	0.066674479
656	0.06866651
657	0.071127256
658	0.074291071
659	0.078275135
660	0.083079447
661	0.089055543
662	0.0963206
663	0.105343333
664	0.116358097
665	0.130067963
666	0.147176002
667	0.168619639
668	0.195805015
669	0.230021092
670	0.27267401
671	0.324232482
672	0.38247012
673	0.440590579
674	0.48582142
675	0.504335599
676	0.490508554
677	0.451956878
678	0.402859152
679	0.355870635
680	0.317670494
681	0.290485118
682	0.274431685
683	0.269041481
684	0.27408015
685	0.28966487
686	0.315678463
687	0.351417858
688	0.393484884
689	0.434497305
690	0.463557535
691	0.47093977
692	0.454769159
693	0.422193579
694	0.383056011
695	0.343918444
696	0.306421373
697	0.270681978
698	0.23798922
699	0.209514882
700	0.186079213
701	0.167799391
702	0.154089524
703	0.1444809
704	0.138270448
705	0.135340989
706	0.135340989
707	0.138504804
708	0.144949613
709	0.155144129
710	0.169908601
711	0.189946098
712	0.216662761
713	0.250878838
714	0.292828685
715	0.340403094
716	0.38809468
717	0.427115069
718	0.448441528
719	0.44762128
720	0.424302789
721	0.38317319
722	0.332786501
723	0.282165456
724	0.236817436
725	0.198851652
726	0.168150926
727	0.14377783
728	0.124209046
729	0.108624326
730	0.096086243
731	0.085774549
732	0.077454886
733	0.070424186
734	0.064565268
735	0.059643778
736	0.055542536
737	0.051910007
738	0.04886337
739	0.046285446
740	0.04394188
741	0.042067026
742	0.040309351
743	0.038786032
744	0.037497071
745	0.036325287
746	0.03538786
747	0.034567612
748	0.033864542
749	0.03327865
750	0.032809937
751	0.032341223
752	0.032106867
753	0.03187251
754	0.031755332
755	0.031755332
756	0.031755332
757	0.03187251
758	0.032106867
759	0.032341223
760	0.032692758
761	0.033161472
762	0.033747363
763	0.034450434
764	0.035270682
765	0.03609093
766	0.037145536
767	0.038317319
768	0.039723459
769	0.041246778
770	0.042887274
771	0.044879306
772	0.047105695
773	0.049683618
774	0.052613077
775	0.056011249
776	0.059878135
777	0.064330912
778	0.069603937
779	0.07581439
780	0.083079447
781	0.091867823
782	0.102296696
783	0.115069135
784	0.130771034
785	0.150105461
786	0.174361378
787	0.204710569
788	0.242676353
789	0.289313335
790	0.344738692
791	0.405202719
792	0.462268573
793	0.502343567
794	0.513709866
795	0.495078509
796	0.456761191
797	0.413288024
798	0.375673775
799	0.349660183
800	0.337356457
801	0.338996953
802	0.35411296
803	0.381181158
804	0.416100305
805	0.450199203
806	0.471291305
807	0.468713382
808	0.441762362
809	0.400046871
810	0.355401922
811	0.316147176
812	0.285797985
813	0.263768456
814	0.247480666
815	0.233067729
816	0.217717366
817	0.200726506
818	0.183618467
819	0.168619639
820	0.15655027
821	0.147879072
822	0.142606046
823	0.140262479
824	0.141082728
825	0.144832435
826	0.151863136
827	0.162526365
828	0.177525193
829	0.197914225
830	0.224630888
831	0.259081322
832	0.302202953
833	0.35340989
834	0.408600891
835	0.458987579
836	0.492266229
837	0.497773611
838	0.474220764
839	0.430278884
840	0.379189126
841	0.330911648
842	0.290836653
843	0.260370284
844	0.238926646
845	0.225685493
846	0.219826576
847	0.220881181
848	0.229083665
849	0.244785564
850	0.268807124
851	0.301968596
852	0.344387157
853	0.393836419
854	0.443520037
855	0.48230607
856	0.499062573
857	0.490391376
858	0.463323178
859	0.428286853
860	0.392547457
861	0.359620342
862	0.332317788
863	0.313217717
864	0.304077806
865	0.306187017
866	0.320248418
867	0.346613546
868	0.384462151
869	0.430278884
870	0.475275369
871	0.505155847
872	0.506444809
873	0.475861261
874	0.422896649
875	0.362081087
876	0.304429341
877	0.254745723
878	0.214084837
879	0.181392079
880	0.155378486
881	0.134637919
882	0.117881416
883	0.104171549
884	0.093039606
885	0.083665339
886	0.075931568
887	0.069369581
888	0.06374502
889	0.058940708
890	0.054722287
891	0.051089759
892	0.047925943
893	0.045113663
894	0.042652918
895	0.040543708
896	0.038551676
897	0.036794
898	0.035270682
899	0.033864542
900	0.03257558
901	0.031403797
902	0.030349191
903	0.029411765
904	0.028591516
905	0.027888446
906	0.027185376
907	0.026482306
908	0.026013593
909	0.025427701
910	0.025076166
911	0.024607453
912	0.024255918
913	0.024021561
914	0.023670026
915	0.023552847
916	0.023318491
917	0.023201312
918	0.023084134
919	0.022966956
920	0.022966956
921	0.022966956
922	0.022966956
923	0.023084134
924	0.023201312
925	0.023318491
926	0.023552847
927	0.023787204
928	0.024021561
929	0.024373096
930	0.024724631
931	0.025076166
932	0.025544879
933	0.026130771
934	0.026716663
935	0.027302554
936	0.028005625
937	0.028825873
938	0.029646121
939	0.030583548
940	0.031638153
941	0.032927115
942	0.034216077
943	0.035622217
944	0.037262714
945	0.039020389
946	0.041012421
947	0.043121631
948	0.045699555
949	0.048394657
950	0.051558472
951	0.055073822
952	0.059175064
953	0.06374502
954	0.069135224
955	0.075228498
956	0.082376377
957	0.090696039
958	0.10053902
959	0.112374033
960	0.126435435
961	0.143426295
962	0.16428404
963	0.189946098
964	0.222052965
965	0.262127959
966	0.312631826
967	0.375439419
968	0.452308413
969	0.541832669
970	0.637450199
971	0.726271385
972	0.792594329
973	0.825872979
974	0.822591985
975	0.783102883
976	0.711858449
977	0.621513944
978	0.52765409
979	0.442348254
980	0.370517928
981	0.312631826
982	0.266932271
983	0.231192876
984	0.203421608
985	0.18197797
986	0.165573002
987	0.153152097
988	0.144246543
989	0.138270448
990	0.135106632
991	0.134637919
992	0.136747129
993	0.142020155
994	0.150574174
995	0.163112257
996	0.180689009
997	0.204359034
998	0.235411296
999	0.275134755
1000	0.323412233
1001	0.377314272
1002	0.428638388
1003	0.464143426
1004	0.471174127
1005	0.44691821
1006	0.400046871
1007	0.344035622
1008	0.289313335
1009	0.241387392
1010	0.201898289
1011	0.170142958
1012	0.144832435
1013	0.124794938
1014	0.108741505
1015	0.095734708
1016	0.085071479
1017	0.076400281
1018	0.069135224
1019	0.063159128
1020	0.058003281
1021	0.053667682
1022	0.049917975
1023	0.04675416
1024	0.04394188
1025	0.041481134
1026	0.039371924
1027	0.037614249
1028	0.035973752
1029	0.034567612
1030	0.03327865
1031	0.032224045
1032	0.031286618
1033	0.03046637
1034	0.0297633
1035	0.029177408
1036	0.028708695
1037	0.028239981
1038	0.028005625
1039	0.027771268
1040	0.027536911
1041	0.027536911
1042	0.027536911
1043	0.02765409
1044	0.027771268
1045	0.028005625
1046	0.028474338
1047	0.028943051
1048	0.029411765
1049	0.030114835
1050	0.030935083
1051	0.03187251
1052	0.033044293
1053	0.034333255
1054	0.035856574
1055	0.037614249
1056	0.039606281
1057	0.041949848
1058	0.044762128
1059	0.048043122
1060	0.051792829
1061	0.056245606
1062	0.06163581
1063	0.068080619
1064	0.07581439
1065	0.085305835
1066	0.09702367
1067	0.111436607
1068	0.12959925
1069	0.152449027
1070	0.181392079
1071	0.217834544
1072	0.262948207
1073	0.316264354
1074	0.3739161
1075	0.426060464
1076	0.457815796
1077	0.456995547
1078	0.42418561
1079	0.371689712
1080	0.314506679
1081	0.261893602
1082	0.217600187
1083	0.18197797
1084	0.153737989
1085	0.131591282
1086	0.114131708
1087	0.100304664
1088	0.089172721
1089	0.080267167
1090	0.073119288
1091	0.067377549
1092	0.062573236
1093	0.058823529
1094	0.055659714
1095	0.053198969
1096	0.051324115
1097	0.049800797
1098	0.048746192
1099	0.048043122
1100	0.047808765
1101	0.047808765
1102	0.048043122
1103	0.048746192
1104	0.049800797
1105	0.051089759
1106	0.052964612
1107	0.055073822
1108	0.057886103
1109	0.061167096
1110	0.06515116
1111	0.069955472
1112	0.075697211
1113	0.082610734
1114	0.091164753
1115	0.101476447
1116	0.114248887
1117	0.130185142
1118	0.150105461
1119	0.175064448
1120	0.206585423
1121	0.245957347
1122	0.294000469
1123	0.349425826
1124	0.407077572
1125	0.455706585
1126	0.482071713
1127	0.477853293
1128	0.44691821
1129	0.400749941
1130	0.351535036
1131	0.307475978
1132	0.272322475
1133	0.246660417
1134	0.230372627
1135	0.2224045
1136	0.2224045
1137	0.230489805
1138	0.246894774
1139	0.272439653
1140	0.307241622
1141	0.350246075
1142	0.397234591
1143	0.439301617
1144	0.465432388
1145	0.468010312
1146	0.447972815
1147	0.412467776
1148	0.369580502
1149	0.32505273
1150	0.282751348
1151	0.245488634
1152	0.214670729
1153	0.190414811
1154	0.172134989
1155	0.159128193
1156	0.150691352
1157	0.146238575
1158	0.145535505
1159	0.148582142
1160	0.155612843
1161	0.167213499
1162	0.184087181
1163	0.207405671
1164	0.238340755
1165	0.277947035
1166	0.325521444
1167	0.377314272
1168	0.424537146
1169	0.454534802
1170	0.457464261
1171	0.433325521
1172	0.390672604
1173	0.339700023
1174	0.288610265
1175	0.24220764
1176	0.202835716
1177	0.170611671
1178	0.144715257
1179	0.124091868
1180	0.107452543
1181	0.094094211
1182	0.083196625
1183	0.074173893
1184	0.066791657
1185	0.060581205
1186	0.055308179
1187	0.050738224
1188	0.046871338
1189	0.043590345
1190	0.040660886
1191	0.038082962
1192	0.035856574
1193	0.03398172
1194	0.032224045
1195	0.030700727
1196	0.029294586
1197	0.028005625
1198	0.026951019
1199	0.025896414
1200	0.025076166
1201	0.024255918
1202	0.023552847
1203	0.022966956
1204	0.022381064
1205	0.021912351
1206	0.021443637
1207	0.021092102
1208	0.020740567
1209	0.020389032
1210	0.020154675
1211	0.020037497
1212	0.01980314
1213	0.01980314
1214	0.019685962
1215	0.019685962
1216	0.019685962
1217	0.01980314
1218	0.019920319
1219	0.020154675
1220	0.020389032
1221	0.020623389
1222	0.020974924
1223	0.021443637
1224	0.021912351
1225	0.022498242
1226	0.023201312
1227	0.023904382
1228	0.024841809
1229	0.025779236
1230	0.026951019
1231	0.028239981
1232	0.0297633
1233	0.031520975
1234	0.033513007
1235	0.035739395
1236	0.038434497
1237	0.041598313
1238	0.045230841
1239	0.04956644
1240	0.054605109
1241	0.060815561
1242	0.068197797
1243	0.07722053
1244	0.088235294
1245	0.101945161
1246	0.119170377
1247	0.140731193
1248	0.168150926
1249	0.202718538
1250	0.245840169
1251	0.297398641
1252	0.354581673
1253	0.408952426
1254	0.446215139
1255	0.452659948
1256	0.425708929
1257	0.375790954
1258	0.318256386
1259	0.263885634
1260	0.217483009
1261	0.179751582
1262	0.149753925
1263	0.125966721
1264	0.107218186
1265	0.092219358
1266	0.080149988
1267	0.070424186
1268	0.06233888
1269	0.055659714
1270	0.050152332
1271	0.045465198
1272	0.041481134
1273	0.038082962
1274	0.035153504
1275	0.03257558
1276	0.03046637
1277	0.028474338
1278	0.026833841
1279	0.025310523
1280	0.023904382
1281	0.022732599
1282	0.021677994
1283	0.020740567
1284	0.019920319
1285	0.019217249
1286	0.018514179
1287	0.017928287
1288	0.017342395
1289	0.016873682
1290	0.016404968
1291	0.015936255
1292	0.01558472
1293	0.015233185
1294	0.01488165
1295	0.014647293
1296	0.014412936
1297	0.01417858
1298	0.014061401
1299	0.013827045
1300	0.013709866
1301	0.013592688
1302	0.01347551
1303	0.013358331
1304	0.013241153
1305	0.013241153
1306	0.013123975
1307	0.013123975
1308	0.013123975
1309	0.013123975
1310	0.013123975
1311	0.013123975
1312	0.013123975
1313	0.013241153
1314	0.013241153
1315	0.013358331
1316	0.01347551
1317	0.013592688
1318	0.013709866
1319	0.013827045
1320	0.013944223
1321	0.01417858
1322	0.014295758
1323	0.014530115
1324	0.014764472
1325	0.014998828
1326	0.015233185
1327	0.015467542
1328	0.015701898
1329	0.016053433
1330	0.016404968
1331	0.016756503
1332	0.017108038
1333	0.017576752
1334	0.017928287
1335	0.018397
1336	0.018982892
1337	0.019451605
1338	0.020037497
1339	0.020623389
1340	0.021326459
1341	0.022029529
1342	0.022849777
1343	0.023670026
1344	0.024607453
1345	0.025544879
1346	0.026599484
1347	0.027771268
1348	0.028943051
1349	0.030349191
1350	0.031755332
1351	0.033395828
1352	0.035153504
1353	0.037145536
1354	0.039254746
1355	0.041715491
1356	0.044293415
1357	0.047340052
1358	0.050621045
1359	0.054370752
1360	0.058706351
1361	0.063510663
1362	0.069018045
1363	0.075462854
1364	0.082962269
1365	0.091750644
1366	0.102062339
1367	0.114366065
1368	0.129247715
1369	0.14729318
1370	0.169439888
1371	0.196976799
1372	0.231192876
1373	0.273845793
1374	0.326576049
1375	0.389969534
1376	0.461565503
1377	0.533630185
1378	0.592688071
1379	0.626201078
1380	0.632528709
1381	0.622802906
1382	0.61120225
1383	0.604757441
1384	0.601476447
1385	0.59491446
1386	0.581556128
1387	0.562104523
1388	0.538786032
1389	0.515116007
1390	0.496719006
1391	0.489922662
1392	0.498007968
1393	0.520154675
1394	0.549449262
1395	0.572650574
1396	0.573939536
1397	0.544996485
1398	0.491211624
1399	0.426529177
1400	0.363252871
1401	0.30806187
1402	0.26271385
1403	0.226505742
1404	0.198031404
1405	0.175767518
1406	0.158425123
1407	0.145066792
1408	0.134989454
1409	0.127607218
1410	0.122451371
1411	0.119521912
1412	0.118584486
1413	0.119639091
1414	0.122920084
1415	0.128661823
1416	0.137098664
1417	0.149050855
1418	0.165104289
1419	0.186313569
1420	0.21385048
1421	0.248418092
1422	0.289782048
1423	0.335598781
1424	0.379775018
1425	0.413522381
1426	0.428989923
1427	0.423131005
1428	0.399695336
1429	0.368408718
1430	0.338645418
1431	0.315795641
1432	0.299976564
1433	0.287790016
1434	0.273845793
1435	0.254159831
1436	0.228849309
1437	0.200609327
1438	0.173189595
1439	0.148816499
1440	0.128427467
1441	0.111788142
1442	0.098312632
1443	0.087415046
1444	0.07862667
1445	0.071478791
1446	0.065619873
1447	0.060815561
1448	0.056714319
1449	0.053433326
1450	0.050621045
1451	0.048394657
1452	0.046519803
1453	0.044996485
1454	0.043707523
1455	0.042887274
1456	0.042184204
1457	0.041832669
1458	0.041715491
1459	0.041949848
1460	0.042301383
1461	0.043004453
1462	0.044059058
1463	0.04534802
1464	0.046988517
1465	0.049097727
1466	0.051792829
1467	0.054956644
1468	0.058823529
1469	0.063627842
1470	0.069486759
1471	0.076634638
1472	0.085423014
1473	0.096437778
1474	0.110147645
1475	0.127372861
1476	0.149168034
1477	0.176822123
1478	0.211624092
1479	0.254159831
1480	0.303491915
1481	0.355050387
1482	0.398523553
1483	0.421724865
1484	0.41785798
1485	0.391375674
1486	0.35411296
1487	0.315092571
1488	0.277712679
1489	0.241973283
1490	0.207991563
1491	0.17705648
1492	0.150339817
1493	0.12819311
1494	0.110147645
1495	0.09561753
1496	0.083899695
1497	0.074408249
1498	0.066674479
1499	0.060346848
1500	0.055073822
1501	0.050738224
1502	0.047105695
1503	0.04394188
1504	0.041363956
1505	0.039137567
1506	0.037262714
1507	0.035739395
1508	0.034333255
1509	0.03327865
1510	0.032341223
1511	0.031638153
1512	0.031052262
1513	0.030583548
1514	0.030232013
1515	0.030114835
1516	0.030114835
1517	0.030114835
1518	0.030349191
1519	0.030817905
1520	0.031286618
1521	0.031989688
1522	0.032809937
1523	0.033864542
1524	0.035036325
1525	0.036559644
1526	0.038317319
1527	0.040426529
1528	0.042887274
1529	0.045816733
1530	0.049332083
1531	0.053550504
1532	0.058706351
1533	0.064916803
1534	0.072650574
1535	0.08214202
1536	0.093977033
1537	0.108975861
1538	0.127607218
1539	0.150808531
1540	0.17846262
1541	0.209163347
1542	0.238809468
1543	0.260135927
1544	0.266580736
1545	0.256620577
1546	0.236231544
1547	0.212913054
1548	0.192406843
1549	0.177408015
1550	0.168736817
1551	0.166393251
1552	0.170377314
1553	0.180806187
1554	0.197679869
