-120	0.00205398
-119	0.002090015
-118	0.002090015
-117	0.00212605
-116	0.002162084
-115	0.002162084
-114	0.002198119
-113	0.002198119
-112	0.002234154
-111	0.002234154
-110	0.002270188
-109	0.002270188
-108	0.002306223
-107	0.002342258
-106	0.002342258
-105	0.002378293
-104	0.002378293
-103	0.002414327
-102	0.002450362
-101	0.002450362
-100	0.002486397
-99	0.002522432
-98	0.002522432
-97	0.002558466
-96	0.002594501
-95	0.002630536
-94	0.002630536
-93	0.002666571
-92	0.002702605
-91	0.00273864
-90	0.00273864
-89	0.002774675
-88	0.00281071
-87	0.002846744
-86	0.002882779
-85	0.002918814
-84	0.002954848
-83	0.002954848
-82	0.002990883
-81	0.003026918
-80	0.003062953
-79	0.003098987
-78	0.003135022
-77	0.003171057
-76	0.003207092
-75	0.003243126
-74	0.003279161
-73	0.003351231
-72	0.003387265
-71	0.0034233
-70	0.003459335
-69	0.00349537
-68	0.003531404
-67	0.003603474
-66	0.003639508
-65	0.003675543
-64	0.003747613
-63	0.003783647
-62	0.003819682
-61	0.003891752
-60	0.003927786
-59	0.003999856
-58	0.004035891
-57	0.00410796
-56	0.004143995
-55	0.004216064
-54	0.004288134
-53	0.004360203
-52	0.004396238
-51	0.004468307
-50	0.004540377
-49	0.004612446
-48	0.004684516
-47	0.004756585
-46	0.004828655
-45	0.004936759
-44	0.005008829
-43	0.005080898
-42	0.005189002
-41	0.005261072
-40	0.005369176
-39	0.00547728
-38	0.00554935
-37	0.005657454
-36	0.005765558
-35	0.005873662
-34	0.006017801
-33	0.006125905
-32	0.00623401
-31	0.006378149
-30	0.006522287
-29	0.006666426
-28	0.006810565
-27	0.006954704
-26	0.007134878
-25	0.007315052
-24	0.007495225
-23	0.007711434
-22	0.007891608
-21	0.008143851
-20	0.008360059
-19	0.008648337
-18	0.00890058
-17	0.009224893
-16	0.00958524
-15	0.009945588
-14	0.01034197
-13	0.010810421
-12	0.011278873
-11	0.011783359
-10	0.012287845
-9	0.012756297
-8	0.013260783
-7	0.01376527
-6	0.014269756
-5	0.014738208
-4	0.015278729
-3	0.015855284
-2	0.016467875
-1	0.01718857
0	0.018017369
1	0.018990307
2	0.020071349
3	0.021332565
4	0.022737919
5	0.024323448
6	0.026053115
7	0.027998991
8	0.030125041
9	0.032503333
10	0.035169904
11	0.038160787
12	0.041548052
13	0.045403769
14	0.049836042
15	0.054952975
16	0.060934741
17	0.067781341
18	0.075564845
19	0.084141112
20	0.093293935
21	0.102699002
22	0.111995964
23	0.120932579
24	0.129256603
25	0.136823898
26	0.14338222
27	0.148643292
28	0.152246766
29	0.154012468
30	0.154048503
31	0.152895391
32	0.151345897
33	0.150228821
34	0.150120716
35	0.151381932
36	0.153940399
37	0.157543872
38	0.161868041
39	0.166516522
40	0.171092934
41	0.175381067
42	0.179056611
43	0.182011459
44	0.184101474
45	0.185218551
46	0.185470794
47	0.185002342
48	0.184317682
49	0.183849231
50	0.183885265
51	0.184425786
52	0.185434759
53	0.186840114
54	0.188641851
55	0.190948074
56	0.193902922
57	0.197434327
58	0.201073835
59	0.204172823
60	0.206082664
61	0.206334907
62	0.205001622
63	0.20247919
64	0.199488307
65	0.196641562
66	0.194515513
67	0.193326367
68	0.193182228
69	0.193830853
70	0.195092069
71	0.196605528
72	0.198046917
73	0.199236064
74	0.200028828
75	0.20035314
