#v	DOS
-170	0.003540055
-169	0.003671168
-168	0.003671168
-167	0.003671168
-166	0.003671168
-165	0.003671168
-164	0.003802281
-163	0.003802281
-162	0.003802281
-161	0.003933395
-160	0.003933395
-159	0.003933395
-158	0.003933395
-157	0.004064508
-156	0.004064508
-155	0.004064508
-154	0.004064508
-153	0.004195621
-152	0.004195621
-151	0.004195621
-150	0.004326734
-149	0.004326734
-148	0.004326734
-147	0.004457847
-146	0.004457847
-145	0.004457847
-144	0.00458896
-143	0.00458896
-142	0.004720073
-141	0.004720073
-140	0.004720073
-139	0.004851187
-138	0.004851187
-137	0.0049823
-136	0.0049823
-135	0.005113413
-134	0.005113413
-133	0.005244526
-132	0.005244526
-131	0.005375639
-130	0.005375639
-129	0.005506752
-128	0.005506752
-127	0.005637865
-126	0.005637865
-125	0.005768979
-124	0.005900092
-123	0.005900092
-122	0.006031205
-121	0.006162318
-120	0.006293431
-119	0.006293431
-118	0.006424544
-117	0.006555658
-116	0.006686771
-115	0.006817884
-114	0.006948997
-113	0.00708011
-112	0.007211223
-111	0.007342336
-110	0.00747345
-109	0.007604563
-108	0.007735676
-107	0.007866789
-106	0.008129015
-105	0.008260128
-104	0.008522355
-103	0.008653468
-102	0.008915694
-101	0.009177921
-100	0.009309034
-99	0.00957126
-98	0.009833486
-97	0.010226826
-96	0.010489052
-95	0.010882392
-94	0.011275731
-93	0.01166907
-92	0.01206241
-91	0.012455749
-90	0.012980202
-89	0.013635768
-88	0.01416022
-87	0.014946899
-86	0.015602465
-85	0.016520257
-84	0.017438049
-83	0.018486954
-82	0.019798086
-81	0.02124033
-80	0.022813688
-79	0.024780385
-78	0.027009309
-77	0.029762685
-76	0.033040514
-75	0.036973908
-74	0.041825095
-73	0.0478563
-72	0.055067523
-71	0.063720991
-70	0.073423364
-69	0.08365019
-68	0.093483676
-67	0.102268258
-66	0.109348368
-65	0.114592894
-64	0.118264062
-63	0.120624099
-62	0.122197456
-61	0.123508588
-60	0.124688606
-59	0.125868625
-58	0.127179756
-57	0.128228661
-56	0.128884227
-55	0.128884227
-54	0.128490888
-53	0.127704209
-52	0.126655304
-51	0.125213059
-50	0.123901927
-49	0.122590796
-48	0.121541891
-47	0.120886325
-46	0.120492985
-45	0.120230759
-44	0.120230759
-43	0.120624099
-42	0.121279664
-41	0.122066343
-40	0.122984135
-39	0.123770814
-38	0.124295267
-37	0.12442638
-36	0.123901927
-35	0.122721909
-34	0.121017438
-33	0.119050741
-32	0.117084044
-31	0.115248459
-30	0.113543988
-29	0.111839518
-28	0.110135047
-27	0.108299462
-26	0.106332765
-25	0.104497181
-24	0.102530484
-23	0.1006949
-22	0.098859316
-21	0.097154845
-20	0.0957126
-19	0.094270355
-18	0.092696998
-17	0.0907303
-16	0.08863249
-15	0.08614134
-14	0.083519077
-13	0.080896814
-12	0.078405664
-11	0.076045627
-10	0.073685591
-9	0.071325554
-8	0.068834404
-7	0.066212141
-6	0.063852104
-5	0.061623181
-4	0.05991871
-3	0.058607578
-2	0.057820899
-1	0.057689786
0	0.058214239
1	0.059656484
2	0.061754294
3	0.064638783
4	0.068047725
5	0.071850007
6	0.076045627
7	0.080241248
8	0.084567982
9	0.088894716
10	0.09322145
11	0.09781041
12	0.102661597
13	0.107906123
14	0.113281762
15	0.118919628
16	0.124819719
17	0.130850924
18	0.136751016
19	0.142651108
20	0.148420087
21	0.154057952
22	0.159433591
23	0.164547004
24	0.169529304
25	0.174118264
26	0.178969451
27	0.184476203
28	0.190900747
29	0.199160876
30	0.208994362
31	0.220532319
32	0.232856956
33	0.244657139
34	0.254883965
35	0.262095188
36	0.266290809
37	0.267864167
38	0.267339714
39	0.265635243
40	0.263275207
41	0.260784057
42	0.258555133
43	0.257112888
44	0.256457323
45	0.256588436
46	0.256981775
47	0.257375115
48	0.257375115
49	0.256719549
50	0.255146191
51	0.253179494
52	0.251212797
53	0.249770552
54	0.249508326
55	0.250557231
56	0.252917268
57	0.256719549
58	0.261832962
59	0.268126393
60	0.27546873
61	0.283597745
62	0.2921201
63	0.300904681
64	0.309427036
65	0.317687164
66	0.32542284
67	0.332765176
68	0.3399764
69	0.347449849
70	0.355709978
71	0.365019011
72	0.37537695
73	0.386259342
74	0.397272846
75	0.407893012
76	0.418119837
77	0.427297758
78	0.435033434
79	0.441195752
80	0.445653599
81	0.449062541
82	0.45194703
83	0.45483152
84	0.458109348
85	0.46151829
86	0.46400944
87	0.464665006
88	0.462436082
89	0.45692933
90	0.448406975
91	0.437917923
92	0.426773305
93	0.415890914
94	0.405795201
95	0.396748394
96	0.388881605
97	0.382588174
98	0.37826144
99	0.376032516
100	0.375639177
101	0.376950308
102	0.379572571
103	0.383112626
104	0.386914908
105	0.390979415
106	0.394650583
107	0.398059525
108	0.400812902
109	0.403041825
110	0.40448407
111	0.405270749
112	0.405270749
113	0.404746296
114	0.404352957
115	0.404746296
116	0.40658188
117	0.409990822
118	0.414710896
119	0.419955422
120	0.424806608
121	0.428740003
122	0.431624492
123	0.433591189
124	0.43529566
125	0.436869018
126	0.438573489
127	0.441064639
128	0.444735807
129	0.450635899
130	0.45902714
131	0.470302871
132	0.483807526
133	0.497836633
134	0.510947948
135	0.522485905
136	0.532057165
137	0.539923954
138	0.546086272
139	0.55015078
140	0.552248591
141	0.552510817
142	0.551855251
143	0.551461912
144	0.551986364
145	0.553559722
146	0.555919759
147	0.558804248
148	0.562082077
149	0.565622132
150	0.569424413
151	0.57388226
152	0.579913465
153	0.588042481
154	0.598662646
155	0.610987282
156	0.623836371
157	0.636423233
158	0.64835453
159	0.659761374
160	0.670905992
161	0.68165727
162	0.691752983
163	0.701062017
164	0.70827324
165	0.711813295
166	0.709059919
167	0.697784188
168	0.677330536
169	0.649534548
170	0.618460732
171	0.58882916
172	0.564048774
173	0.54556182
174	0.532974957
175	0.524714829
176	0.519601416
177	0.516716927
178	0.515930248
179	0.517241379
180	0.521043661
181	0.527074866
182	0.534810541
183	0.543464009
184	0.552379704
185	0.560639832
186	0.568244395
187	0.575455618
188	0.58345352
189	0.593549233
190	0.606529435
191	0.62173856
192	0.637209912
193	0.65084568
194	0.660285827
195	0.664612561
196	0.663563655
197	0.657532451
198	0.647961191
199	0.635898781
200	0.622787466
201	0.609938377
202	0.598138193
203	0.588173594
204	0.580569031
205	0.575062279
206	0.571259997
207	0.567719942
208	0.563130982
209	0.556181985
210	0.546610725
211	0.535334994
212	0.523797037
213	0.513439098
214	0.505047856
215	0.499147765
216	0.495869936
217	0.495476596
218	0.49770552
219	0.502032254
220	0.508325685
221	0.515799135
222	0.523534811
223	0.530352694
224	0.534810541
225	0.536646126
226	0.536515012
227	0.535203881
228	0.533630523
229	0.531532713
230	0.52891045
231	0.525894847
232	0.522617018
233	0.518814737
234	0.513832437
235	0.507801232
236	0.501245575
237	0.495476596
238	0.491936541
239	0.491280975
240	0.493509899
241	0.497967746
242	0.503474498
243	0.509112364
244	0.513963551
245	0.517896945
246	0.520781434
247	0.522617018
248	0.52392815
249	0.525108168
250	0.526943752
251	0.529697129
252	0.532974957
253	0.535203881
254	0.535072768
255	0.531270486
256	0.52392815
257	0.513832437
258	0.50268782
259	0.492067654
260	0.482889734
261	0.475940737
262	0.470827324
263	0.467025043
264	0.463484988
265	0.459551593
266	0.45443818
267	0.448144749
268	0.441064639
269	0.433460076
270	0.4257244
271	0.418250951
272	0.411433067
273	0.405926314
274	0.402648486
275	0.402386259
276	0.405401862
277	0.412481972
278	0.423757703
279	0.439097942
280	0.457716009
281	0.477645208
282	0.496918841
283	0.513045758
284	0.524452603
285	0.53100826
286	0.534023863
287	0.535859447
288	0.539399502
289	0.546086272
290	0.555657532
291	0.566277698
292	0.574931166
293	0.579782352
294	0.580569031
295	0.578995673
296	0.576635637
297	0.574931166
298	0.574013374
299	0.573620034
300	0.572571129
301	0.56968664
302	0.563917661
303	0.55473974
304	0.541890652
305	0.526157074
306	0.509505703
307	0.493903238
308	0.481316376
309	0.4735807
310	0.47148289
311	0.475547397
312	0.485380884
313	0.500065557
314	0.517503606
315	0.53559722
316	0.552379704
317	0.566146585
318	0.575848958
319	0.580437918
320	0.579782352
321	0.574013374
322	0.563786548
323	0.549757441
324	0.532843844
325	0.513832437
326	0.493509899
327	0.472662908
328	0.451422578
329	0.4307067
330	0.410646388
331	0.391766094
332	0.374721385
333	0.359643372
334	0.346794283
335	0.336436345
336	0.328962895
337	0.324505048
338	0.32332503
339	0.325291727
340	0.329487348
341	0.3349941
342	0.340238626
343	0.34417202
344	0.346269831
345	0.347318736
346	0.348105415
347	0.349416546
348	0.351514357
349	0.35374328
350	0.355447751
351	0.355841091
352	0.354661073
353	0.352694375
354	0.351514357
355	0.352956602
356	0.358201128
357	0.366723482
358	0.376950308
359	0.385472663
360	0.38993051
361	0.388881605
362	0.382981513
363	0.373541366
364	0.362134522
365	0.349809886
366	0.336829684
367	0.323587256
368	0.309689262
369	0.295660155
370	0.281893274
371	0.269175298
372	0.25842402
373	0.250163891
374	0.245050479
375	0.242952668
376	0.244001573
377	0.247541628
378	0.253179494
379	0.260259604
380	0.268519733
381	0.277304314
382	0.286220008
383	0.294873476
384	0.303002491
385	0.309951488
386	0.315720467
387	0.319916088
388	0.322800577
389	0.324636161
390	0.326340632
391	0.328569556
392	0.331716271
393	0.335649666
394	0.33958306
395	0.342467549
396	0.342992002
397	0.340631965
398	0.335125213
399	0.326602858
400	0.315720467
401	0.303395831
402	0.290677855
403	0.278877671
404	0.268388619
405	0.259472925
406	0.251606136
407	0.244394913
408	0.237708142
409	0.231545824
410	0.226301298
411	0.22223679
412	0.220007867
413	0.219614527
414	0.220794546
415	0.223547922
416	0.226694637
417	0.229841353
418	0.232332503
419	0.233905861
420	0.234954766
421	0.236003671
422	0.237839255
423	0.240854858
424	0.245443818
425	0.251212797
426	0.25842402
427	0.266684148
428	0.275993182
429	0.286482234
430	0.298282418
431	0.311131506
432	0.324505048
433	0.337878589
434	0.349940999
435	0.35911892
436	0.363970106
437	0.363838993
438	0.359774485
439	0.354267733
440	0.34954766
441	0.34666317
442	0.345614265
443	0.344696473
444	0.342729776
445	0.339451947
446	0.335256326
447	0.331454045
448	0.328962895
449	0.329094008
450	0.332371837
451	0.339320834
452	0.349940999
453	0.363970106
454	0.381014816
455	0.399895109
456	0.419037629
457	0.437000131
458	0.452864822
459	0.466893929
460	0.480267471
461	0.494558804
462	0.510947948
463	0.530352694
464	0.552379704
465	0.575324505
466	0.596302609
467	0.611511735
468	0.618198505
469	0.615182903
470	0.60259604
471	0.580962371
472	0.551855251
473	0.518028058
474	0.482496394
475	0.448406975
476	0.417857611
477	0.391634981
478	0.370001311
479	0.352169923
480	0.337616363
481	0.32542284
482	0.314933788
483	0.305755867
484	0.297626852
485	0.290546742
486	0.28464665
487	0.280188803
488	0.277304314
489	0.275862069
490	0.275730956
491	0.276517635
492	0.277959879
493	0.27966435
494	0.280975482
495	0.281762161
496	0.281631048
497	0.280582142
498	0.278877671
499	0.276910974
500	0.275337616
501	0.274813164
502	0.276124295
503	0.279795463
504	0.285826668
505	0.293037892
506	0.299724662
507	0.30418251
508	0.305493641
509	0.304051396
510	0.301166907
511	0.298675757
512	0.298151305
513	0.300904681
514	0.307329225
515	0.317162711
516	0.329618461
517	0.343123115
518	0.35623443
519	0.368559066
520	0.379572571
521	0.389668284
522	0.398715091
523	0.40658188
524	0.413268651
525	0.41864429
526	0.421922119
527	0.422184345
528	0.417988724
529	0.40907303
530	0.395830602
531	0.379703684
532	0.362134522
533	0.344827586
534	0.329225121
535	0.317031598
536	0.309427036
537	0.306935886
538	0.308509243
539	0.312311525
540	0.316244919
541	0.318736069
542	0.318998296
543	0.317031598
544	0.313491543
545	0.309295922
546	0.305231415
547	0.301953586
548	0.298937983
549	0.296184607
550	0.293300118
551	0.290415629
552	0.287400026
553	0.284253311
554	0.279795463
555	0.27258424
556	0.261439622
557	0.246492723
558	0.228267995
559	0.208207683
560	0.187622919
561	0.167562607
562	0.149075652
563	0.132948735
564	0.11944408
565	0.108561689
